goal_x,goal_y,goal_z,goal_roll,goal_pitch,goal_yaw,feedback_x,feedback_y,feedback_z,feedback_roll,feedback_pitch,feedback_yaw
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1462,0.0499,0.2902,2.255,1.311,2.599
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1441,0.0503,0.2916,2.26,1.303,2.607
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1476,0.0518,0.2894,2.288,1.306,2.62
-0.215,-0.2246,0.0889,-2.402,1.509,2.354,-0.0842,-0.3013,0.102,-2.297,1.506,2.909
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1444,0.0505,0.2917,2.241,1.305,2.583
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2857,-0.1159,0.2568,-0.036,1.439,-0.03
0.2826,-0.1256,0.1815,-0.494,1.293,-0.486,0.2824,-0.1255,0.1825,-0.499,1.299,-0.489
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2876,-0.1198,0.2541,-0.162,1.42,-0.153
0.2231,-0.0352,0.1911,-2.783,1.512,-2.771,0.2241,-0.0356,0.1922,-2.868,1.509,-2.856
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1473,0.0499,0.2893,2.252,1.311,2.597
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1442,0.0503,0.2916,2.253,1.304,2.603
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1447,0.0505,0.2912,2.26,1.303,2.599
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1441,0.0504,0.2917,2.258,1.301,2.599
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4273,-0.1266,0.2427,-0.167,0.954,-0.162
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2891,-0.1201,0.2533,-0.118,1.419,-0.113
0.2826,-0.1256,0.1815,-0.494,1.293,-0.486,0.2833,-0.1254,0.1873,-0.495,1.307,-0.484
0.2873,-0.1193,0.254,-0.098,1.429,-0.089,0.2879,-0.12,0.2526,-0.176,1.418,-0.167
0.2231,-0.0352,0.1911,-2.783,1.512,-2.771,0.2305,-0.0387,0.197,-2.644,1.533,-2.631
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1447,0.0504,0.2916,2.234,1.312,2.582
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1441,0.0503,0.2916,2.258,1.303,2.607
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1459,0.051,0.2906,2.256,1.308,2.592
-0.1783,-0.2276,0.094,2.774,1.518,1.275,-0.0874,-0.2753,0.0939,2.779,1.512,1.637
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4269,-0.1274,0.242,-0.182,0.952,-0.174
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4248,-0.1254,0.2417,-0.179,0.964,-0.171
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.428,-0.1277,0.2415,-0.177,0.944,-0.171
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4274,-0.1275,0.2413,-0.178,0.961,-0.17
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4278,-0.1276,0.2413,-0.18,0.95,-0.172
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1439,0.0504,0.2917,2.264,1.298,2.611
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.301,1.289,2.65
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4279,-0.1276,0.2417,-0.171,0.948,-0.167
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.144,0.0506,0.2917,2.248,1.298,2.595
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4278,-0.1275,0.2416,-0.168,0.951,-0.165
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1472,0.049,0.2914,2.257,1.313,2.583
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1443,0.0495,0.2917,2.266,1.299,2.601
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1464,0.0461,0.2914,2.282,1.299,2.593
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1438,0.0502,0.2917,2.269,1.295,2.614
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1481,0.0436,0.2912,2.297,1.295,2.59
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1445,0.0486,0.2914,2.285,1.296,2.615
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1476,0.0445,0.2911,2.295,1.296,2.592
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1456,0.0471,0.2913,2.291,1.297,2.608
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1448,0.0517,0.2912,2.277,1.299,2.631
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.302,1.287,2.649
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.298,1.288,2.646
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.298,1.288,2.646
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.302,1.287,2.649
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1444,0.0505,0.2916,2.265,1.298,2.619
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.144,0.0508,0.2915,2.29,1.296,2.638
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.302,1.289,2.65
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.302,1.289,2.65
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.298,1.288,2.646
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.298,1.288,2.646
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.3,1.288,2.646
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.298,1.288,2.646
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.304,1.289,2.65
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.3,1.288,2.646
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.302,1.287,2.649
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.3,1.288,2.646
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1438,0.0504,0.2917,2.269,1.297,2.615
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.302,1.287,2.649
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.298,1.288,2.646
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.306,1.288,2.654
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.302,1.287,2.649
0.1432,0.0502,0.2917,2.302,1.287,2.649,0.1432,0.0502,0.2917,2.306,1.288,2.654
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.1122,-0.0122,0.1453,-2.263,1.507,-2.22
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.1121,-0.0112,0.1454,-2.445,1.5,-2.395
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.1096,-0.012,0.1449,-2.469,1.495,-2.43
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.1092,-0.012,0.1448,-2.495,1.493,-2.456
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.1101,-0.0122,0.1449,-2.428,1.497,-2.388
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.1099,-0.012,0.145,-2.442,1.497,-2.402
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.1092,-0.012,0.1448,-2.5,1.493,-2.456
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.1101,-0.0122,0.145,-2.431,1.499,-2.389
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.1095,-0.0122,0.145,-2.456,1.494,-2.416
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.11,-0.0123,0.1449,-2.415,1.496,-2.375
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.1097,-0.012,0.145,-2.455,1.496,-2.416
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.1094,-0.012,0.1448,-2.482,1.494,-2.443
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.1101,-0.012,0.1449,-2.441,1.498,-2.402
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.1091,-0.012,0.145,-2.5,1.493,-2.456
0.03123160950542081,0.27519698024843176,-0.3583151276062615,-0.03365492374369117,-1.7319569631126819,0.007762557529221059,0.1097,-0.0122,0.145,-2.442,1.495,-2.402
0.03123160950542081,0.27519698024843176,-0.3583151276062615,-0.03365492374369117,-1.7319569631126819,0.007762557529221059,0.2195,-0.0478,0.1193,1.32,1.566,1.309
0.03123160950542081,0.27519698024843176,-0.3583151276062615,-0.03365492374369117,-1.7319569631126819,0.007762557529221059,0.14,-0.0001,0.2031,-0.001,0.756,-0.001
0.03123160950542081,0.27519698024843176,-0.3583151276062615,-0.03365492374369117,-1.7319569631126819,0.007762557529221059,0.14,-0.0001,0.2031,-0.001,0.756,-0.001
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.1149,-0.0117,0.1471,-0.863,1.497,-0.799
0.1097,-0.012,0.145,-2.456,1.496,-2.416,0.1145,-0.0121,0.1457,-0.934,1.503,-0.871
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1964,-0.0087,0.2964,-3.057,1.132,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.2001,-0.0063,0.2948,-3.068,1.152,3.114
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1963,-0.0087,0.2965,-3.056,1.128,3.109
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1965,-0.0087,0.2964,-3.058,1.133,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1965,-0.0087,0.2964,-3.055,1.133,3.109
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1962,-0.0087,0.2965,-3.058,1.127,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1964,-0.0087,0.2964,-3.058,1.132,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1973,-0.0086,0.2962,-3.065,1.15,3.102
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1963,-0.0087,0.2965,-3.06,1.128,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1961,-0.0087,0.2965,-3.06,1.125,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1961,-0.0087,0.2965,-3.06,1.125,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1963,-0.0087,0.2965,-3.06,1.128,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1961,-0.0086,0.2965,-3.06,1.124,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1966,-0.0087,0.2964,-3.06,1.136,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1963,-0.0087,0.2965,-3.06,1.128,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1972,-0.0086,0.2963,-3.063,1.147,3.102
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1968,-0.0088,0.2964,-3.056,1.139,3.109
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.061,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1975,-0.0086,0.2962,-3.061,1.155,3.102
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1968,-0.0087,0.2964,-3.06,1.139,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1962,-0.0087,0.2965,-3.06,1.127,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1966,-0.0086,0.2964,-3.063,1.136,3.102
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1963,-0.0087,0.2965,-3.06,1.128,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0088,0.2964,-3.056,1.138,3.109
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1966,-0.0087,0.2964,-3.06,1.136,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1964,-0.0087,0.2961,-3.056,1.132,3.109
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1965,-0.0087,0.2964,-3.06,1.133,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1965,-0.0087,0.2964,-3.06,1.133,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1965,-0.0087,0.2964,-3.06,1.133,3.105
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4267,-0.1273,0.2426,-0.176,0.952,-0.17
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1972,-0.0086,0.2962,-3.063,1.148,3.102
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1964,-0.0087,0.2964,-3.06,1.132,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1969,-0.0087,0.2963,-3.06,1.141,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1976,-0.009,0.2955,-3.073,1.153,3.104
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1969,-0.0087,0.2963,-3.06,1.141,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.2013,-0.0047,0.294,-3.076,1.138,3.114
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1966,-0.0087,0.2964,-3.06,1.136,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1966,-0.0086,0.2964,-3.063,1.136,3.102
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1965,-0.0087,0.2964,-3.06,1.133,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1966,-0.0087,0.2964,-3.06,1.136,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1966,-0.0087,0.2964,-3.06,1.136,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1966,-0.0087,0.2964,-3.06,1.136,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.196,-0.0087,0.2962,-3.056,1.124,3.109
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1972,-0.0086,0.2962,-3.063,1.148,3.102
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0121,0.2963,-3.053,1.141,3.096
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4266,-0.1264,0.2432,-0.165,0.965,-0.163
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1963,-0.0105,0.2961,-3.06,1.132,3.096
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1972,-0.0086,0.2962,-3.061,1.148,3.102
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1961,-0.0086,0.2965,-3.06,1.124,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1978,-0.0086,0.2961,-3.061,1.161,3.102
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.058,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1966,-0.0087,0.296,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1964,-0.0087,0.2964,-3.058,1.132,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1969,-0.0087,0.2963,-3.06,1.141,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1963,-0.0087,0.2965,-3.06,1.128,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1966,-0.0087,0.2964,-3.06,1.136,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.198,-0.0087,0.2957,-3.058,1.167,3.106
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1982,-0.0087,0.296,-3.06,1.168,3.102
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1983,-0.0086,0.296,-3.065,1.171,3.098
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1982,-0.0086,0.296,-3.063,1.168,3.098
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1971,-0.0087,0.2963,-3.058,1.145,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.2018,-0.0016,0.2963,-3.078,1.178,3.129
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1977,-0.0086,0.2961,-3.065,1.159,3.098
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1969,-0.0086,0.2963,-3.063,1.141,3.102
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1973,-0.0086,0.2962,-3.061,1.15,3.102
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1964,-0.0086,0.2965,-3.063,1.13,3.102
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1969,-0.0086,0.2963,-3.063,1.141,3.102
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1959,-0.0086,0.2966,-3.06,1.121,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1963,-0.0087,0.2965,-3.06,1.128,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0088,0.2964,-3.055,1.138,3.109
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0088,0.2964,-3.055,1.138,3.109
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.058,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1966,-0.0087,0.2964,-3.055,1.135,3.109
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.058,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1963,-0.0087,0.2965,-3.06,1.13,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1968,-0.0087,0.2964,-3.06,1.139,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1975,-0.0086,0.2958,-3.068,1.155,3.098
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1968,-0.0087,0.2964,-3.06,1.139,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1967,-0.0087,0.2964,-3.06,1.138,3.105
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1964,-0.0087,0.2964,-3.058,1.132,3.105
0.173,-0.2683,0.2502,2.586,1.182,2.593,0.1764,-0.2597,0.2389,2.547,1.189,2.568
0.1512,-0.2572,0.1813,2.54,1.212,2.592,0.1519,-0.2584,0.1835,2.554,1.21,2.592
0.173,-0.2683,0.2502,2.586,1.182,2.593,0.1709,-0.2672,0.2403,2.591,1.187,2.607
0.2069,-0.1624,0.1753,1.545,1.445,1.637,0.2082,-0.1657,0.1784,1.587,1.442,1.683
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1996,-0.0117,0.293,-3.085,1.153,3.083
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1975,-0.0089,0.2956,-3.071,1.15,3.097
0.4281,-0.1278,0.242,-0.184,0.94,-0.175,0.4263,-0.1265,0.2439,-0.172,0.961,-0.168
0.173,-0.2683,0.2502,2.586,1.182,2.593,0.1737,-0.2689,0.2501,2.592,1.2,2.601
0.1512,-0.2572,0.1813,2.54,1.212,2.592,0.1511,-0.2582,0.1816,2.568,1.22,2.618
0.173,-0.2683,0.2502,2.586,1.182,2.593,0.1705,-0.2675,0.2391,2.593,1.186,2.609
0.2069,-0.1624,0.1753,1.545,1.445,1.637,0.2082,-0.1647,0.1777,1.549,1.449,1.648
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1995,-0.011,0.2935,-3.092,1.161,3.082
0.1964,-0.0087,0.2964,-3.057,1.132,3.105,0.1999,-0.0102,0.2903,-3.08,1.175,3.09
-0.0171,-0.2606,0.2482,2.522,1.109,2.543,-0.0067,-0.26,0.249,2.537,1.108,2.566
